frame,x,y
60.0,-7191.328920190979,-29468.039673533603
60.0,-7656.187945207013,-29743.226448499616
61.0,-7873.250630474991,-29184.178975134808
61.0,-7807.79329178344,-30319.34704948609
62.0,-6732.731215537491,-29951.92862412278
62.0,-8075.177808006969,-29274.9242910417
62.0,-8261.441160625563,-28802.736925831243
62.0,-8344.29483250817,-29962.708400664596
63.0,-7373.864348592328,-30104.019448894163
63.0,-7193.091443864675,-29840.999882973338
63.0,-7534.916558101251,-28572.169385511497
63.0,-6915.489727067913,-29501.13501017956
63.0,-6931.202588495308,-29797.972754905142
63.0,-7858.196573652172,-28953.62831955797
63.0,-8149.431776275801,-28751.3984190412
63.0,-7977.860200756152,-29929.991147176283
64.0,-5817.480472472991,-29617.52864901139
64.0,-6797.623530448511,-29708.8784858761
64.0,-8618.736815696637,-30093.235587763374
64.0,-7890.710004461833,-29980.87616371264
64.0,-7279.306321261098,-30118.49370318315
64.0,-7699.456991304644,-28993.151128639605
64.0,-8556.427088732145,-28001.62276544454
64.0,-8507.581096914273,-29956.920405776327
64.0,-8159.827507070751,-30456.938854716085
64.0,-7534.131721759386,-30278.797115619494
64.0,-8042.794104180931,-28017.745705548605
64.0,-7291.45714445777,-29817.91627458805
64.0,-6323.711052647566,-29307.12708895319
64.0,-8469.361393085299,-29044.434725634525
65.0,-6860.797161705586,-29044.491073966128
65.0,-7834.504809237711,-29736.44600744686
65.0,-7270.0064107578,-28629.50214609501
65.0,-7337.500226756431,-29965.005660186904
65.0,-8501.639536303763,-30866.62455527847
65.0,-8697.690168083753,-30434.10451795925
65.0,-8967.241500754399,-27541.451466521616
65.0,-8134.186653588508,-29011.2642102214
65.0,-6629.953371189052,-29994.294629112945
65.0,-8580.029652887804,-29504.50402127601
65.0,-7982.875369487334,-29941.13833833724
66.0,-6990.357661493822,-29054.26627502044
66.0,-8828.904329503579,-28381.90447060477
66.0,-8341.188816249673,-29615.431403178343
66.0,-7652.579319853336,-31279.05512933048
